extension,percentage,total
str2576,1.8053849216056732e-06,4
str258,1.8053849216056732e-06,4
str259,1.8053849216056732e-06,4
str2593,9.026924608028366e-07,2
str2597,1.8053849216056732e-06,4
str26,2.70807738240851e-06,6
str260,1.8053849216056732e-06,4
str261,1.8053849216056732e-06,4
str262,1.8053849216056732e-06,4
str2624,1.8053849216056732e-06,4
str263,1.8053849216056732e-06,4
str2630,1.8053849216056732e-06,4
str2632,1.8053849216056732e-06,4
str264,1.8053849216056732e-06,4
str2647,1.8053849216056732e-06,4
str265,1.8053849216056732e-06,4
str2656,1.8053849216056732e-06,4
str266,1.8053849216056732e-06,4
str2664,1.8053849216056732e-06,4
str2667,1.8053849216056732e-06,4
str267,1.8053849216056732e-06,4
str2675,1.8053849216056732e-06,4
str2679,1.8053849216056732e-06,4
str268,1.8053849216056732e-06,4
str2680,1.8053849216056732e-06,4
str269,2.70807738240851e-06,6
str27,2.70807738240851e-06,6
str270,1.8053849216056732e-06,4
str271,1.8053849216056732e-06,4
str2718,1.8053849216056732e-06,4
str272,1.8053849216056732e-06,4
str2720,1.8053849216056732e-06,4
str273,2.70807738240851e-06,6
str274,1.8053849216056732e-06,4
str2746,9.026924608028366e-07,2
str275,1.8053849216056732e-06,4
str2752,1.8053849216056732e-06,4
str2757,1.8053849216056732e-06,4
str276,1.8053849216056732e-06,4
str2762,1.8053849216056732e-06,4
str277,1.8053849216056732e-06,4
str2770,1.8053849216056732e-06,4
str2774,1.8053849216056732e-06,4
str278,1.8053849216056732e-06,4
str2781,2.70807738240851e-06,6
str279,1.8053849216056732e-06,4
str2790,1.8053849216056732e-06,4
str2793,1.8053849216056732e-06,4
str2796,1.8053849216056732e-06,4
str28,2.70807738240851e-06,6
str280,1.8053849216056732e-06,4
str281,1.8053849216056732e-06,4
str282,1.8053849216056732e-06,4
str283,1.8053849216056732e-06,4
str28358,9.026924608028366e-07,2
str284,1.8053849216056732e-06,4
str2846,1.8053849216056732e-06,4
str285,1.8053849216056732e-06,4
str28504,9.026924608028366e-07,2
str286,1.8053849216056732e-06,4
str2862,1.8053849216056732e-06,4
str287,1.8053849216056732e-06,4
str288,1.8053849216056732e-06,4
str289,1.8053849216056732e-06,4
str29,2.70807738240851e-06,6
str290,1.8053849216056732e-06,4
str29022,9.026924608028366e-07,2
str29049,9.026924608028366e-07,2
str291,1.8053849216056732e-06,4
str29179,9.026924608028366e-07,2
str292,1.8053849216056732e-06,4
str29265,9.026924608028366e-07,2
str293,1.8053849216056732e-06,4
str294,1.8053849216056732e-06,4
str2940,1.8053849216056732e-06,4
str2945,1.8053849216056732e-06,4
str295,1.8053849216056732e-06,4
str2956,1.8053849216056732e-06,4
str296,1.8053849216056732e-06,4
str2965,1.8053849216056732e-06,4
str297,1.8053849216056732e-06,4
str298,1.8053849216056732e-06,4
str2983,1.8053849216056732e-06,4
str2987,1.8053849216056732e-06,4
str299,1.8053849216056732e-06,4
str2994,1.8053849216056732e-06,4
str2999,1.8053849216056732e-06,4
str3,2.70807738240851e-06,6
str30,2.70807738240851e-06,6
str300,1.8053849216056732e-06,4
str3000,1.8053849216056732e-06,4
str3005,1.8053849216056732e-06,4
str301,1.8053849216056732e-06,4
str3014,1.8053849216056732e-06,4
str302,1.8053849216056732e-06,4
str3020,1.8053849216056732e-06,4
str3027,1.8053849216056732e-06,4
str3028,1.8053849216056732e-06,4
str303,1.8053849216056732e-06,4
str3032,1.8053849216056732e-06,4
str3037,1.8053849216056732e-06,4
str3038,1.8053849216056732e-06,4
str304,1.8053849216056732e-06,4
str30442,9.026924608028366e-07,2
str30462,9.026924608028366e-07,2
str3047,1.8053849216056732e-06,4
str305,1.8053849216056732e-06,4
str3050,1.8053849216056732e-06,4
str306,1.8053849216056732e-06,4
str3060,1.8053849216056732e-06,4
str307,1.8053849216056732e-06,4
str3071,1.8053849216056732e-06,4
str308,2.70807738240851e-06,6
str3081,1.8053849216056732e-06,4
str309,1.8053849216056732e-06,4
str31,2.70807738240851e-06,6
str310,1.8053849216056732e-06,4
str311,1.8053849216056732e-06,4
str3115,1.8053849216056732e-06,4
str3116,1.8053849216056732e-06,4
str312,1.8053849216056732e-06,4
str3122,1.8053849216056732e-06,4
str313,1.8053849216056732e-06,4
str314,1.8053849216056732e-06,4
str3144,1.8053849216056732e-06,4
str315,1.8053849216056732e-06,4
str3157,1.8053849216056732e-06,4
str316,1.8053849216056732e-06,4
str317,2.70807738240851e-06,6
str31749,9.026924608028366e-07,2
str318,1.8053849216056732e-06,4
str3180,1.8053849216056732e-06,4
str31857,9.026924608028366e-07,2
str319,1.8053849216056732e-06,4
str3191,1.8053849216056732e-06,4
str32,2.70807738240851e-06,6
str320,1.8053849216056732e-06,4
str321,1.8053849216056732e-06,4
str3210,1.8053849216056732e-06,4
str32130,9.026924608028366e-07,2
str3218,1.8053849216056732e-06,4
str3219,1.8053849216056732e-06,4
str322,1.8053849216056732e-06,4
str3226,1.8053849216056732e-06,4
str323,1.8053849216056732e-06,4
str3239,1.8053849216056732e-06,4
str324,1.8053849216056732e-06,4
str3246,1.8053849216056732e-06,4
str325,1.8053849216056732e-06,4
str3251,1.8053849216056732e-06,4
str326,1.8053849216056732e-06,4
str327,1.8053849216056732e-06,4
str3270,1.8053849216056732e-06,4
str3276,1.8053849216056732e-06,4
str328,1.8053849216056732e-06,4
str3284,1.8053849216056732e-06,4
str32887,9.026924608028366e-07,2
str329,1.8053849216056732e-06,4
str3291,1.8053849216056732e-06,4
str32989,9.026924608028366e-07,2
str32994,9.026924608028366e-07,2
str33,2.70807738240851e-06,6
str330,1.8053849216056732e-06,4
str3303,1.8053849216056732e-06,4
str33051,9.026924608028366e-07,2
str331,1.8053849216056732e-06,4
str3312,1.8053849216056732e-06,4
str33162,9.026924608028366e-07,2
str3317,1.8053849216056732e-06,4
str332,1.8053849216056732e-06,4
str3323,1.8053849216056732e-06,4
str3329,1.8053849216056732e-06,4
str333,1.8053849216056732e-06,4
str3330,1.8053849216056732e-06,4
str33349,9.026924608028366e-07,2
str334,1.8053849216056732e-06,4
str33430,9.026924608028366e-07,2
str3347,2.70807738240851e-06,6
str33477,9.026924608028366e-07,2
str3349,1.8053849216056732e-06,4
str335,2.70807738240851e-06,6
str336,1.8053849216056732e-06,4
str3361,1.8053849216056732e-06,4
str3367,1.8053849216056732e-06,4
str3368,1.8053849216056732e-06,4
str337,1.8053849216056732e-06,4
str3373,1.8053849216056732e-06,4
str33781,1.8053849216056732e-06,4
str338,1.8053849216056732e-06,4
str33811,9.026924608028366e-07,2
str33812,9.026924608028366e-07,2
str33824,9.026924608028366e-07,2
str33828,9.026924608028366e-07,2
str33855,9.026924608028366e-07,2
str3387,1.8053849216056732e-06,4
str33882,9.026924608028366e-07,2
str3389,1.8053849216056732e-06,4
str339,1.8053849216056732e-06,4
str3390,9.026924608028366e-07,2
str33963,9.026924608028366e-07,2
str33994,9.026924608028366e-07,2
str34,2.70807738240851e-06,6
str340,1.8053849216056732e-06,4
str34012,9.026924608028366e-07,2
str34017,9.026924608028366e-07,2
str34043,9.026924608028366e-07,2
str34048,9.026924608028366e-07,2
str34066,9.026924608028366e-07,2
str34068,9.026924608028366e-07,2
str34078,9.026924608028366e-07,2
str3408,1.8053849216056732e-06,4
str34080,9.026924608028366e-07,2
str34095,9.026924608028366e-07,2
str341,1.8053849216056732e-06,4
str34105,9.026924608028366e-07,2
str34115,9.026924608028366e-07,2
str34123,9.026924608028366e-07,2
str3413,2.70807738240851e-06,6
str342,1.8053849216056732e-06,4
str34207,9.026924608028366e-07,2
str3428,1.8053849216056732e-06,4
str343,1.8053849216056732e-06,4
str34303,9.026924608028366e-07,2
str34307,9.026924608028366e-07,2
str3434,1.8053849216056732e-06,4
str3435,1.8053849216056732e-06,4
str34360,9.026924608028366e-07,2
str34361,9.026924608028366e-07,2
str34368,1.8053849216056732e-06,4
str344,1.8053849216056732e-06,4
str3443,9.026924608028366e-07,2
str34478,9.026924608028366e-07,2
str345,1.8053849216056732e-06,4
str346,1.8053849216056732e-06,4
str3468,1.8053849216056732e-06,4
str347,2.70807738240851e-06,6
str3477,1.8053849216056732e-06,4
str348,1.8053849216056732e-06,4
str349,1.8053849216056732e-06,4
str35,2.70807738240851e-06,6
str350,2.70807738240851e-06,6
str3508,1.8053849216056732e-06,4
str351,1.8053849216056732e-06,4
str3512,9.026924608028366e-07,2
str352,1.8053849216056732e-06,4
str353,1.8053849216056732e-06,4
str354,1.8053849216056732e-06,4
str3549,2.70807738240851e-06,6
str355,1.8053849216056732e-06,4
str356,2.70807738240851e-06,6
str3565,1.8053849216056732e-06,4
str357,1.8053849216056732e-06,4
str358,1.8053849216056732e-06,4
str359,1.8053849216056732e-06,4
str3595,1.8053849216056732e-06,4
str3597,9.026924608028366e-07,2
str3599,1.8053849216056732e-06,4
str36,2.70807738240851e-06,6
str360,1.8053849216056732e-06,4
str3609,9.026924608028366e-07,2
str361,1.8053849216056732e-06,4
str3611,1.8053849216056732e-06,4
str36131,9.026924608028366e-07,2
str362,1.8053849216056732e-06,4
str363,1.8053849216056732e-06,4
str36320,9.026924608028366e-07,2
str364,1.8053849216056732e-06,4
str365,1.8053849216056732e-06,4
str366,1.8053849216056732e-06,4
str3660,1.8053849216056732e-06,4
str367,1.8053849216056732e-06,4
str368,1.8053849216056732e-06,4
str369,1.8053849216056732e-06,4
str3697,9.026924608028366e-07,2
str3698,9.026924608028366e-07,2
str37,2.70807738240851e-06,6
str370,1.8053849216056732e-06,4
str3708,9.026924608028366e-07,2
str3709,9.026924608028366e-07,2
str371,1.8053849216056732e-06,4
str3714,9.026924608028366e-07,2
str372,2.70807738240851e-06,6
str3720,9.026924608028366e-07,2
str373,1.8053849216056732e-06,4
str374,1.8053849216056732e-06,4
str375,1.8053849216056732e-06,4
str376,1.8053849216056732e-06,4
str377,1.8053849216056732e-06,4
str378,1.8053849216056732e-06,4
str379,1.8053849216056732e-06,4
str38,2.70807738240851e-06,6
str380,1.8053849216056732e-06,4
str3807,9.026924608028366e-07,2
str381,1.8053849216056732e-06,4
str382,1.8053849216056732e-06,4
str383,1.8053849216056732e-06,4
str384,1.8053849216056732e-06,4
str3842,1.8053849216056732e-06,4
str3844,1.8053849216056732e-06,4
str385,1.8053849216056732e-06,4
str38505,9.026924608028366e-07,2
str386,1.8053849216056732e-06,4
str3867,9.026924608028366e-07,2
str387,1.8053849216056732e-06,4
str388,1.8053849216056732e-06,4
str389,1.8053849216056732e-06,4
str3892,1.8053849216056732e-06,4
str39,2.70807738240851e-06,6
str390,1.8053849216056732e-06,4
str391,1.8053849216056732e-06,4
str392,1.8053849216056732e-06,4
str393,1.8053849216056732e-06,4
str394,1.8053849216056732e-06,4
str395,1.8053849216056732e-06,4
str396,1.8053849216056732e-06,4
str3964,1.8053849216056732e-06,4
str397,1.8053849216056732e-06,4
str398,1.8053849216056732e-06,4
str399,1.8053849216056732e-06,4
str4,2.70807738240851e-06,6
str40,2.70807738240851e-06,6
str400,1.8053849216056732e-06,4
str401,1.8053849216056732e-06,4
str402,1.8053849216056732e-06,4
str403,1.8053849216056732e-06,4
str404,1.8053849216056732e-06,4
str405,1.8053849216056732e-06,4
str406,1.8053849216056732e-06,4
str407,1.8053849216056732e-06,4
str408,1.8053849216056732e-06,4
str4086,1.8053849216056732e-06,4
str409,2.70807738240851e-06,6
str41,2.70807738240851e-06,6
str410,1.8053849216056732e-06,4
str4104,1.8053849216056732e-06,4
str4107,1.8053849216056732e-06,4
str4108,1.8053849216056732e-06,4
str411,1.8053849216056732e-06,4
str4119,1.8053849216056732e-06,4
str412,1.8053849216056732e-06,4
str413,1.8053849216056732e-06,4
str4139,1.8053849216056732e-06,4
str414,1.8053849216056732e-06,4
str4148,1.8053849216056732e-06,4
str415,1.8053849216056732e-06,4
str416,1.8053849216056732e-06,4
str417,1.8053849216056732e-06,4
str418,1.8053849216056732e-06,4
str419,1.8053849216056732e-06,4
str42,2.70807738240851e-06,6
str420,1.8053849216056732e-06,4
str421,2.70807738240851e-06,6
str422,1.8053849216056732e-06,4
str423,1.8053849216056732e-06,4
str4238,1.8053849216056732e-06,4
str424,1.8053849216056732e-06,4
str425,1.8053849216056732e-06,4
str426,1.8053849216056732e-06,4
str427,1.8053849216056732e-06,4
str428,1.8053849216056732e-06,4
str429,1.8053849216056732e-06,4
str43,2.70807738240851e-06,6
str430,1.8053849216056732e-06,4
str431,1.8053849216056732e-06,4
str432,1.8053849216056732e-06,4
str433,1.8053849216056732e-06,4
str434,1.8053849216056732e-06,4
str435,1.8053849216056732e-06,4
str436,1.8053849216056732e-06,4
str4364,1.8053849216056732e-06,4
str437,1.8053849216056732e-06,4
str438,1.8053849216056732e-06,4
str439,1.8053849216056732e-06,4
str4393,1.8053849216056732e-06,4
str44,2.70807738240851e-06,6
str440,1.8053849216056732e-06,4
str4404,1.8053849216056732e-06,4
str441,1.8053849216056732e-06,4
str4414,2.70807738240851e-06,6
str442,1.8053849216056732e-06,4
str443,1.8053849216056732e-06,4
str444,1.8053849216056732e-06,4
str445,1.8053849216056732e-06,4
str446,1.8053849216056732e-06,4
str447,1.8053849216056732e-06,4
str448,2.70807738240851e-06,6
str4484,1.8053849216056732e-06,4
str4486,1.8053849216056732e-06,4
str4487,1.8053849216056732e-06,4
str4489,1.8053849216056732e-06,4
str449,1.8053849216056732e-06,4
str4498,1.8053849216056732e-06,4
str45,2.70807738240851e-06,6
str450,1.8053849216056732e-06,4
str4507,1.8053849216056732e-06,4
str451,1.8053849216056732e-06,4
str4513,1.8053849216056732e-06,4
str452,1.8053849216056732e-06,4
str4526,1.8053849216056732e-06,4
str4527,2.70807738240851e-06,6
str4529,1.8053849216056732e-06,4
str453,1.8053849216056732e-06,4
str4537,1.8053849216056732e-06,4
str454,1.8053849216056732e-06,4
str4547,1.8053849216056732e-06,4
str4548,1.8053849216056732e-06,4
str455,1.8053849216056732e-06,4
str456,1.8053849216056732e-06,4
str4566,9.026924608028366e-07,2
str457,1.8053849216056732e-06,4
str4570,1.8053849216056732e-06,4
str458,1.8053849216056732e-06,4
str4580,1.8053849216056732e-06,4
str45866,9.026924608028366e-07,2
str459,1.8053849216056732e-06,4
str4590,1.8053849216056732e-06,4
str46,2.70807738240851e-06,6
str460,1.8053849216056732e-06,4
str461,2.70807738240851e-06,6
str462,1.8053849216056732e-06,4
str4626,1.8053849216056732e-06,4
str463,2.70807738240851e-06,6
str464,1.8053849216056732e-06,4
str465,1.8053849216056732e-06,4
str466,2.70807738240851e-06,6
str467,1.8053849216056732e-06,4
str468,1.8053849216056732e-06,4
str469,1.8053849216056732e-06,4
str47,2.70807738240851e-06,6
str470,1.8053849216056732e-06,4
str471,1.8053849216056732e-06,4
str4715,1.8053849216056732e-06,4
str472,1.8053849216056732e-06,4
str4727,1.8053849216056732e-06,4
str473,1.8053849216056732e-06,4
str474,1.8053849216056732e-06,4
str4742,1.8053849216056732e-06,4
str475,1.8053849216056732e-06,4
str476,1.8053849216056732e-06,4
str4766,1.8053849216056732e-06,4
str4769,1.8053849216056732e-06,4
str477,1.8053849216056732e-06,4
str478,1.8053849216056732e-06,4
str4780,1.8053849216056732e-06,4
str4781,1.8053849216056732e-06,4
str479,1.8053849216056732e-06,4
str48,2.70807738240851e-06,6
str480,2.70807738240851e-06,6
str481,1.8053849216056732e-06,4
str4817,1.8053849216056732e-06,4
str482,1.8053849216056732e-06,4
str483,1.8053849216056732e-06,4
str4832,1.8053849216056732e-06,4
str4836,1.8053849216056732e-06,4
str484,1.8053849216056732e-06,4
str485,1.8053849216056732e-06,4
str486,1.8053849216056732e-06,4
str4863,2.70807738240851e-06,6
str487,1.8053849216056732e-06,4
str488,1.8053849216056732e-06,4
str4888,1.8053849216056732e-06,4
str489,1.8053849216056732e-06,4
str49,2.70807738240851e-06,6
str490,1.8053849216056732e-06,4
str491,1.8053849216056732e-06,4
str492,1.8053849216056732e-06,4
str4924,1.8053849216056732e-06,4
str493,2.70807738240851e-06,6
str494,1.8053849216056732e-06,4
str4944,1.8053849216056732e-06,4
str4947,2.70807738240851e-06,6
str495,1.8053849216056732e-06,4
str4953,1.8053849216056732e-06,4
str496,1.8053849216056732e-06,4
str4962,1.8053849216056732e-06,4
str4964,1.8053849216056732e-06,4
str4967,1.8053849216056732e-06,4
str497,1.8053849216056732e-06,4
str4974,1.8053849216056732e-06,4
str498,1.8053849216056732e-06,4
str4980,1.8053849216056732e-06,4
str4987,1.8053849216056732e-06,4
str4988,1.8053849216056732e-06,4
str499,1.8053849216056732e-06,4
str5,2.70807738240851e-06,6
str50,2.70807738240851e-06,6
str500,1.8053849216056732e-06,4
str5003,1.8053849216056732e-06,4
str5005,2.70807738240851e-06,6
str5006,1.8053849216056732e-06,4
str5007,1.8053849216056732e-06,4
str5008,1.8053849216056732e-06,4
str501,1.8053849216056732e-06,4
str502,1.8053849216056732e-06,4
str5028,1.8053849216056732e-06,4
str503,1.8053849216056732e-06,4
str504,1.8053849216056732e-06,4
str505,1.8053849216056732e-06,4
str506,2.70807738240851e-06,6
str507,1.8053849216056732e-06,4
str508,1.8053849216056732e-06,4
str50853,9.026924608028366e-07,2
str509,1.8053849216056732e-06,4
str51,2.70807738240851e-06,6
str510,1.8053849216056732e-06,4
str5108,2.70807738240851e-06,6
str511,1.8053849216056732e-06,4
str512,1.8053849216056732e-06,4
str513,1.8053849216056732e-06,4
str514,1.8053849216056732e-06,4
str5142,1.8053849216056732e-06,4
str515,1.8053849216056732e-06,4
str5158,1.8053849216056732e-06,4
str5159,1.8053849216056732e-06,4
str516,2.70807738240851e-06,6
str517,1.8053849216056732e-06,4
str5174,1.8053849216056732e-06,4
str518,2.70807738240851e-06,6
str519,1.8053849216056732e-06,4
str52,2.70807738240851e-06,6
str520,2.70807738240851e-06,6
str52075,9.026924608028366e-07,2
str521,2.70807738240851e-06,6
str522,2.70807738240851e-06,6
str523,1.8053849216056732e-06,4
str524,1.8053849216056732e-06,4
str5247,9.026924608028366e-07,2
str525,1.8053849216056732e-06,4
str526,2.70807738240851e-06,6
str527,1.8053849216056732e-06,4
str528,1.8053849216056732e-06,4
str529,2.70807738240851e-06,6
str5296,1.8053849216056732e-06,4
str53,2.70807738240851e-06,6
str530,1.8053849216056732e-06,4
str5307,1.8053849216056732e-06,4
str531,1.8053849216056732e-06,4
str5319,1.8053849216056732e-06,4
str532,1.8053849216056732e-06,4
str533,1.8053849216056732e-06,4
str534,1.8053849216056732e-06,4
str535,1.8053849216056732e-06,4
str53525,1.8053849216056732e-06,4
str5354,2.70807738240851e-06,6
str536,1.8053849216056732e-06,4
str537,1.8053849216056732e-06,4
str5378,1.8053849216056732e-06,4
str538,1.8053849216056732e-06,4
str5380,1.8053849216056732e-06,4
str539,1.8053849216056732e-06,4
str54,2.70807738240851e-06,6
str540,1.8053849216056732e-06,4
str5406,1.8053849216056732e-06,4
str541,1.8053849216056732e-06,4
str542,1.8053849216056732e-06,4
str5428,1.8053849216056732e-06,4
str543,1.8053849216056732e-06,4
str54347,9.026924608028366e-07,2
str5436,2.70807738240851e-06,6
str544,1.8053849216056732e-06,4
str545,1.8053849216056732e-06,4
str5458,1.8053849216056732e-06,4
str546,1.8053849216056732e-06,4
str5464,1.8053849216056732e-06,4
str547,1.8053849216056732e-06,4
str548,1.8053849216056732e-06,4
str5487,1.8053849216056732e-06,4
str549,1.8053849216056732e-06,4
str55,2.70807738240851e-06,6
str550,1.8053849216056732e-06,4
str5508,1.8053849216056732e-06,4
