extension,size_percentage,total
str213,5.123896508755322e-07,3418404
str2132,1.7194090282747043e-05,114710254
str214,1.4870254544658488e-07,992068
str215,4.945435707067632e-07,3299344
str216,1.9104449161149805e-07,1274552
str2160,1.2676144490487145e-05,84568810
str2165,7.218354207151401e-07,4815720
str2167,1.5562480701268315e-05,103824982
str2168,4.210595701139637e-06,28090960
str217,3.1461143420522533e-07,2098928
str2171,7.405808497921287e-07,4940780
str218,4.948205701704948e-07,3301192
str219,4.948139749451678e-07,3301148
str22,4.024274889777078e-06,26847922
str220,1.439138122932854e-07,960120
str221,1.0463813627435276e-06,6980926
str222,1.8999405208669766e-07,1267544
str223,3.151306583082374e-07,2102392
str224,9.247438233409005e-07,6169422
str2240,7.657050608921489e-07,5108396
str22407,3.1227342682682403e-07,2083330
str2242,4.515981614244347e-07,3012834
str2248,7.061195983269737e-07,4710872
str225,4.937725289094497e-07,3294200
str2250,6.902418931353277e-07,4604944
str2253,7.74044423535099e-07,5164032
str226,6.956877505575662e-07,4641276
str2265,6.737172562957025e-07,4494700
str2267,1.2479593285510619e-06,8325752
str2269,1.3027110905175266e-06,8691028
str227,1.045363899345362e-06,6974138
str2270,7.37364178530397e-07,4919320
str2274,3.335352341490108e-07,2225178
str228,1.983861765322633e-07,1323532
str2289,6.576189108385734e-07,4387300
str229,4.561890378179259e-07,3043462
str23,2.14037215820741e-06,14279478
str230,9.582823428262223e-07,6393174
str2301,6.565648739181401e-07,4380268
str2304,1.4253789839860038e-06,9509406
str2306,6.575877334097551e-07,4387092
str2308,3.3349746149486557e-07,2224926
str231,7.258060461449293e-07,4842210
str2311,8.21218871166845e-07,5478756
str232,2.0491365090812047e-07,1367080
str2322,6.161314360713596e-06,41105166
str2323,5.87209004727256e-06,39175608
str233,4.784794005081464e-07,3192172
str23308,2.209652302220222e-07,1474168
str234,8.122580584283152e-07,5418974
str2343,7.051605926078423e-07,4704474
str2346,3.345188220716335e-07,2231740
str235,1.031840989378404e-06,6883920
str23582,2.7755735983767345e-07,1851722
str236,1.0003853619645187e-06,6674064
str2367,3.6233400501823415e-06,24173088
str237,4.94811876464382e-07,3301134
str238,1.5151723772463947e-06,10108462
str2385,1.3192607592350972e-05,88014390
str239,3.413137028562013e-07,2277072
str24,4.4327108988323027e-07,2957280
str240,9.349259518967924e-07,6237352
str241,1.2928976950140048e-06,8625558
str242,7.510204919187408e-07,5010428
str243,4.96102442147677e-07,3309744
str244,7.676056849181861e-07,5121076
str245,1.1990059687788577e-06,7999160
str2452,3.1244607183890523e-06,20844818
str2453,1.0132926676038002e-05,67601750
str246,7.686627196683135e-07,5128128
str247,2.264188820014653e-07,1510552
str2473,1.3376406629374885e-05,89240604
str248,7.461424234405582e-07,4977884
str249,1.466745136585499e-06,9785380
str25,3.2222412293033404e-07,2149716
str250,3.4328609492511443e-06,22902308
str251,5.234864172710833e-07,3492436
str25107,3.324074506181035e-07,2217654
str252,8.112019230270961e-07,5411928
str2525,1.3380049592019113e-05,89264908
str253,1.8369597163903034e-06,12255264
str2531,3.543309988669582e-06,23639168
str254,8.11702560586005e-07,5415268
str255,2.3712832880054318e-07,1582000
str256,7.873739734867897e-07,5252960
str2564,3.544332848161197e-06,23645992
str25640,5.401384618727063e-07,3603530
str25644,5.044798772277417e-07,3365634
str25645,6.765710702512647e-06,45137392
str25647,3.223371411098003e-07,2150470
str2565,3.5443394433865237e-06,23646036
str257,1.5502364922630262e-06,10342392
str2574,1.2365789974447491e-05,82498282
str2576,3.5433921292031994e-06,23639716
str258,4.281533345190298e-07,2856422
str259,5.240080396378507e-07,3495916
str2593,9.71569023813288e-07,6481816
str2597,3.463431017773403e-06,23106256
str26,1.362930294280027e-06,9092780
str260,8.106659110777973e-07,5408352
str261,1.153869445773137e-06,7698032
str262,1.4969545661955614e-06,9986922
str2624,1.1939261163839676e-05,79652698
str263,2.3815838308342392e-07,1588872
str2630,3.54486166531923e-06,23649520
str2632,1.3075959640691148e-05,87236174
str264,7.868589463453493e-07,5249524
str2647,1.337840468286598e-05,89253934
str265,1.5512731417712338e-06,10349308
str2656,7.485916802789062e-06,49942242
str266,2.9415064697729273e-07,1962424
str2664,3.5433165838949087e-06,23639212
str2667,8.46759870529231e-06,56491526
str267,5.103091570678511e-07,3404524
str2675,3.5443394433865237e-06,23646036
str2679,1.3375397559899863e-05,89233872
str268,1.1318437914449026e-06,7551088
str2680,1.4373821741678524e-05,95894852
str269,1.1642176540940803e-06,7767070
str27,1.4762833313231055e-06,9849014
str270,7.891594808525748e-07,5264872
str271,2.317724062691266e-07,1546268
str2718,3.544332848161197e-06,23645992
str272,1.516354121711795e-06,10116346
str2720,1.0345388262549839e-05,69019186
str273,2.8814983132208892e-06,19223896
str274,4.573117250383532e-07,3050952
str2746,1.0533174413066858e-06,7027200
str275,5.25555519325927e-07,3506240
str2752,3.5444083934694872e-06,23646496
str2757,1.3503563772810224e-05,90088932
str276,8.111809382192376e-07,5411788
str2762,3.543303393444255e-06,23639124
str277,8.11702560586005e-07,5415268
str2770,1.3499382999518882e-05,90061040
str2774,3.5444149886948144e-06,23646540
str278,8.11718748866353e-07,5415376
str2781,1.397792685336545e-05,93253642
str279,2.392004286850809e-07,1595824
str2790,8.355225658776222e-06,55741830
str2793,3.562929884668329e-06,23770062
str2796,3.46343761299873e-06,23106300
str28,1.4369856812125154e-07,958684
str280,7.858360868537343e-07,5242700
str281,1.5502502822796188e-06,10342484
str282,4.3505014151319577e-07,2902434
str283,7.550621659122792e-07,5037392
str28358,4.0711756355577554e-07,2716082
str284,1.1719172798803167e-06,7818438
str2846,1.3382464943403622e-05,89281022
str285,1.1722548355038685e-06,7820690
str28504,2.582831136026518e-07,1723134
str286,7.901001998105724e-07,5271148
str2862,3.543309988669582e-06,23639168
str287,2.3274310352406485e-07,1552744
str288,7.659089133113454e-07,5109756
str289,1.5094348309949235e-06,10070184
str29,2.617866771661056e-07,1746508
str290,2.865061812574269e-07,1911424
str29022,6.073078339979271e-07,4051650
str29049,3.021653446643756e-07,2015894
str291,4.823963647864117e-07,3218304
str29179,2.582969036192445e-07,1723226
str292,7.681273072849534e-07,5124556
str29265,3.1278185874293746e-07,2086722
str293,7.665462519043035e-07,5114008
str294,7.666026111025519e-07,5114384
str2940,1.2639893234911664e-05,84326960
str2945,1.4482732294897968e-05,96621448
str295,3.227709270665315e-07,2153364
str2956,1.2781004975789907e-05,85268386
str296,7.451165661192491e-07,4971040
str2965,1.2051074515551883e-05,80398660
str297,1.465715681868557e-06,9778512
str298,2.992763361882051e-07,1996620
str2983,3.4654011914483427e-06,23119400
str2987,9.127597593125001e-06,60894704
str299,7.323254263806125e-07,4885704
str2994,3.542293724403294e-06,23632388
str2999,1.3462003960412492e-05,89811666
str3,4.036286893578227e-07,2692806
str30,4.0132785506762775e-07,2677456
str300,7.895785774438051e-07,5267668
str3000,1.2007607783685756e-05,80108672
str3005,3.4633554724651126e-06,23105752
str301,7.89585172669132e-07,5267712
str3014,1.2443208326730782e-05,83014778
str302,7.901139898271651e-07,5271240
str3020,1.3465263200855881e-05,89833410
str3027,3.4649689044064582e-06,23116516
str3028,1.0299694443003992e-05,68714340
str303,2.3747307921536066e-07,1584300
str3032,1.2396418500648784e-05,82702620
str3037,3.3844106253016043e-06,22579072
str3038,3.3854532704692e-06,22586028
str304,7.669527576108187e-07,5116720
str30442,2.672406287285181e-07,1782894
str30462,1.3016636488224204e-07,868404
str3047,9.634109998885319e-06,64273898
str305,1.5084119715033086e-06,10063360
str3050,1.633751740643215e-05,108995634
str306,2.946656741187331e-07,1965860
str3060,3.5433165838949087e-06,23639212
str307,5.108307794346184e-07,3408004
str3071,3.4654077866736694e-06,23119444
str308,1.8489336477543379e-06,12335148
str3081,6.733847070477399e-06,44924814
str309,7.881228313443671e-07,5257956
str31,1.958672201535282e-06,13067268
str310,7.896541227520955e-07,5268172
str311,2.3229462820183273e-07,1549752
str3115,3.470004958509518e-06,23150114
str3116,4.716152398793487e-06,31463778
str312,7.659778633943088e-07,5110216
str3122,1.3587531783409109e-05,90649124
str313,1.508487516811599e-06,10063864
str314,2.8850693279524596e-07,1924772
str3144,1.3375258160819089e-05,89232942
str315,4.975599869449313e-07,3319468
str3157,1.0348440352961367e-05,69039548
str316,4.2428193725211424e-07,2830594
str317,1.9107165194852627e-06,12747332
str31749,2.921328078102176e-07,1948962
str318,1.1112552966720028e-06,7413732
str3180,3.5433789387525454e-06,23639628
str31857,3.1124397210988207e-07,2076462
str319,4.2459251240841935e-07,2832666
str3191,3.4653880009976887e-06,23119312
str32,7.690839147403296e-07,5130938
str320,1.0994150685123237e-06,7334740
str321,1.4666629960518815e-06,9784832
str3210,2.578198349973904e-05,172004324
str32130,4.738174755509058e-07,3161070
str3218,9.154345728570297e-06,61073154
str3219,8.410070353463202e-06,56107726
str322,2.8755901904598256e-07,1918448
str3226,9.670667932438504e-06,64517794
str323,4.955424475608256e-07,3306008
str3239,7.05967398513406e-06,47098566
str324,7.676260701601057e-07,5121212
str3246,3.6347875626520984e-06,24249460
str325,7.681410973015462e-07,5124648
str3251,5.340060894592081e-05,356261792
str326,1.1318545836318013e-06,7551160
str327,3.2534126624622286e-07,2170512
str3270,1.1057079327363234e-05,73767228
str3276,1.3464664534265975e-05,89829416
str328,7.451165661192491e-07,4971040
str3284,1.2731806993114667e-05,84940162
str32887,4.570620058248376e-07,3049286
str329,1.466738541360172e-06,9785336
str3291,3.4633554724651126e-06,23105752
str32989,4.909284878786902e-07,3275226
str32994,4.90941678329344e-07,3275314
str33,6.880618713818037e-07,4590400
str330,2.8860106464763956e-07,1925400
str3303,1.2442151891546594e-05,83007730
str33051,4.7486491724601214e-07,3168058
str331,4.971181068480262e-07,3316520
str3312,0.00013325118110162488,888984330
str33162,2.317580166865951e-07,1546172
str3317,1.0541328509834715e-05,70326400
str332,7.681273072849534e-07,5124556
str3323,3.4648867638728408e-06,23115968
str3329,9.819079688404764e-06,65507922
str333,1.1318371962195757e-06,7551044
str3330,2.577796700751493e-05,171977528
str33349,2.332938048388646e-07,1556418
str334,7.6761887536884e-07,5121164
str33430,2.332938048388646e-07,1556418
str3347,3.451279435021698e-05,230251868
str33477,3.0118025782690584e-07,2009322
str3349,4.814394875263631e-06,32119202
str335,4.713715463035182e-07,3144752
str336,1.4520620665269378e-06,9687422
str3361,2.5775919489833885e-05,171963868
str3367,3.4653880009976887e-06,23119312
str3368,1.2329225445668981e-05,82254342
str337,1.4677614008517868e-06,9792160
str3373,7.076390782857075e-06,47210092
str33781,5.242091940103224e-07,3497258
str338,4.210628677266272e-07,2809118
str33811,1.0511170343112421e-07,701252
str33812,1.8558064721109513e-07,1238100
str33824,8.889830127033683e-07,5930844
str33828,2.9213940303554455e-07,1949006
str33855,2.9111654354392955e-07,1942182
str3387,3.596789171930916e-06,23995954
str33882,2.9214599826087145e-07,1949050
str3389,3.3854334847932194e-06,22585896
str339,5.113344148232214e-07,3411364
str3390,1.8106159881707375e-06,12079512
str33963,3.058086070915728e-09,20402
str33994,4.5552411919178224e-07,3039026
str34,5.188745560697337e-07,3461668
str340,7.881162361190402e-07,5257912
str34012,2.3431006910515265e-07,1563198
str34017,2.9214599826087145e-07,1949050
str34043,4.3954868475210976e-07,2932446
str34048,4.395420895267828e-07,2932402
str34066,4.321857152405167e-07,2883324
str34068,4.3954868475210976e-07,2932446
str34078,2.253027900063649e-07,1503106
str3408,1.0631179761208201e-05,70925842
str34080,1.1867688279676843e-07,791752
str34095,4.3954868475210976e-07,2932446
str341,2.5050644359327775e-06,16712520
str34105,2.253027900063649e-07,1503106
str34115,2.329754353253549e-07,1554294
str34123,4.266562183698137e-07,2846434
str3413,1.1016523488130044e-05,73496660
str342,7.891528856272479e-07,5264828
str34207,5.230556291440462e-07,3489562
str3428,8.41368273824455e-06,56131826
str343,2.3229462820183273e-07,1549752
str34303,1.7936974365093123e-07,1196664
str34307,1.8039919836787316e-07,1203532
str3434,5.102169438264617e-06,34039088
str3435,1.3278099699566318e-05,88584750
str34360,4.4173470216502196e-07,2947030
str34361,1.7391309404179406e-07,1160260
str34368,3.6464970854371164e-07,2432758
str344,7.659844586196357e-07,5110260
str3443,9.513024959495308e-07,6346608
str34478,6.910704932627674e-07,4610472
str345,1.5084809215862721e-06,10063820
str346,2.946078160056377e-07,1965474
str3468,1.1836959326180799e-05,78970192
str347,4.492460942247682e-06,29971422
str3477,3.3865318895931247e-06,22593224
str348,7.665894206518981e-07,5114296
str349,7.676260701601057e-07,5121212
str35,1.927715412982489e-06,12860740
str350,6.9905863017876074e-06,46637648
str3508,2.806666188614669e-06,18724654
str351,2.2590145659626968e-07,1507100
str3512,9.108204033268155e-07,6076532
str352,7.451165661192491e-07,4971040
str353,1.466738541360172e-06,9785336
str354,2.8954897839690296e-07,1931724
str3549,1.3015619924174946e-05,86833618
str355,4.960197020481208e-07,3309192
str356,1.1619995599034416e-06,7752272
str3565,3.385515625326837e-06,22586444
str357,7.675367348352226e-07,5120616
str358,7.68051761976663e-07,5124052
str359,2.2713236546865277e-07,1515312
str3595,1.0629480291554637e-05,70914504
str3597,2.6353342259394645e-06,17581614
str3599,3.387060107185219e-06,22596748
str36,1.678602660413982e-06,11198786
str360,7.450344255856318e-07,4970492
str3609,1.8121784570072844e-06,12089936
str361,1.4666629960518815e-06,9784832
str3611,6.781044601397789e-06,45239692
str36131,6.352706900352575e-07,4238204
str362,2.8601153935790623e-07,1908124
str363,4.976469240060592e-07,3320048
str36320,6.541762032179091e-07,4364332
str364,7.665894206518981e-07,5114296
str365,7.658837315419152e-07,5109588
str366,7.681273072849534e-07,5124556
str3660,5.454795151688403e-06,36391628
str367,2.2541400948801469e-07,1503848
str368,7.430642519106922e-07,4957348
str369,1.466738541360172e-06,9785336
str3697,3.285449928793356e-05,219188564
str3698,3.285502900444051e-05,219192098
str37,6.581908967442009e-07,4391116
str370,5.600944145801583e-07,3736666
str3708,1.654127479442727e-06,11035500
str3709,1.654127479442727e-06,11035500
str371,4.975575886811762e-07,3319452
str3714,3.0075054891855852e-06,20064552
str372,8.62862323013041e-07,5756580
str3720,6.78579736059476e-08,452714
str373,7.900399434337217e-07,5270746
str374,4.253929329367347e-07,2838006
str375,2.273781875035661e-07,1516952
str376,4.1343339115523174e-07,2758218
str377,1.4666564008265545e-06,9784788
str378,4.124516019304254e-07,2751668
str379,7.14161876047242e-07,4764526
str38,5.188841491247547e-07,3461732
str380,7.675367348352226e-07,5120616
str3807,3.6323113553248005e-07,2423294
str381,7.675367348352226e-07,5120616
str382,7.675367348352226e-07,5120616
str383,1.303399392215284e-07,869562
str384,7.440181613193437e-07,4963712
str3842,3.4057497766298977e-06,22721436
str3844,3.1718674978220885e-06,21161092
str385,1.4656335413349395e-06,9777964
str38505,6.537055439559409e-07,4361192
str386,2.783880584458989e-07,1857264
str3867,3.6426778504068773e-07,2430210
str387,4.834126290526997e-07,3225084
str388,7.44039745693141e-07,4963856
str389,7.450626051847559e-07,4970680
str3892,1.7702705965820718e-06,11810348
str39,8.247883869835681e-07,5502570
str390,1.087761904925554e-06,7256996
str391,2.2106835556349803e-07,1474856
str392,7.221897641849786e-07,4818084
str393,1.4244835322563866e-06,9503432
str394,2.8601153935790623e-07,1908124
str395,4.945639559486828e-07,3299480
str396,7.65566561160283e-07,5107472
str3964,8.756262424580554e-06,58417344
str397,7.665894206518981e-07,5114296
str398,7.67612280143513e-07,5121120
str399,2.2590145659626968e-07,1507100
str4,2.2846370163578703e-07,1524194
str40,3.748896052778081e-06,25010734
str400,7.451033756685952e-07,4970952
str401,1.465715681868557e-06,9778512
str402,2.870302018879495e-07,1914920
str403,4.945573607233559e-07,3299436
str404,1.4902981851428595e-06,9942514
str405,7.681410973015462e-07,5124648
str406,4.258036356048216e-07,2840746
str407,2.2436356996321432e-07,1496840
str408,4.120765734356979e-07,2749166
str4086,2.2088015181530463e-06,14736004
str409,6.234059696069777e-06,41590486
str41,4.910885719843532e-07,3276294
str410,2.7837426842930615e-07,1857172
str4104,3.1970204880871714e-06,21328900
str4107,6.454830966710593e-06,43063360
str4108,4.379594153180981e-06,29218432
str411,7.039683557385126e-07,4696520
str4119,2.4206572432837132e-06,16149398
str412,7.45056009959429e-07,4970636
str413,7.44033150467814e-07,4963812
